district,timestamp,lat,lon,temp,feels_like,pressure,humidity,clouds,wind_speed,wind_deg,weather_main,weather_desc,PM2_5,FormattedDateTime
Rat Burana,1742238000,13.6865,100.4925,304.21,309.73,1011,66,27,3.01,190,Clouds,scattered clouds,34.98,2025-03-17 19:00:00
Rat Burana,1742241600,13.6865,100.4925,301.13,304.32,1010,74,36,2.87,181,Clouds,scattered clouds,43.06,2025-03-17 20:00:00
Rat Burana,1742245200,13.6865,100.4925,301.13,304.32,1010,74,27,2.77,181,Clouds,scattered clouds,56.36,2025-03-17 21:00:00
Rat Burana,1742248800,13.6865,100.4925,301.13,304.46,1010,75,40,2.45,174,Clouds,scattered clouds,76.02,2025-03-17 22:00:00
Rat Burana,1742252400,13.6865,100.4925,300.13,302.4,1011,75,52,2.5,176,Clouds,broken clouds,100.47,2025-03-17 23:00:00
Rat Burana,1742277600,13.6865,100.4925,309.39,316.39,1011,51,47,2.82,159,Clouds,scattered clouds,86.97,2025-03-18 06:00:00
Rat Burana,1742281200,13.6865,100.4925,310.56,317.56,1010,47,63,3.88,172,Clouds,broken clouds,61.5,2025-03-18 07:00:00
Rat Burana,1742284800,13.6865,100.4925,310.16,317.16,1008,48,52,3.87,191,Clouds,broken clouds,52.76,2025-03-18 08:00:00
Rat Burana,1742288400,13.6865,100.4925,309.74,316.74,1008,49,56,3.22,216,Clouds,broken clouds,47.75,2025-03-18 09:00:00
Rat Burana,1742292000,13.6865,100.4925,309.43,316.1,1008,48,58,3.14,231,Clouds,broken clouds,43.47,2025-03-18 10:00:00
Rat Burana,1742295600,13.6865,100.4925,309.26,315.68,1008,48,59,3.44,236,Clouds,broken clouds,43.04,2025-03-18 11:00:00
Rat Burana,1742299200,13.6865,100.4925,307.56,313.57,1010,53,65,4.28,192,Clouds,broken clouds,45.34,2025-03-18 12:00:00
Rat Burana,1742302800,13.6865,100.4925,305.96,311.84,1011,59,86,4.76,177,Clouds,overcast clouds,60.64,2025-03-18 13:00:00
Rat Burana,1742306400,13.6865,100.4925,304.84,310.7,1011,64,55,4.68,177,Clouds,broken clouds,77.64,2025-03-18 14:00:00
Rat Burana,1742310000,13.6865,100.4925,304.81,310.62,1012,64,41,3.75,172,Clouds,scattered clouds,83.98,2025-03-18 15:00:00
Rat Burana,1742313600,13.6865,100.4925,304.23,309.5,1012,65,33,3.86,163,Clouds,scattered clouds,82.18,2025-03-18 16:00:00
Rat Burana,1742317200,13.6865,100.4925,304.23,309.5,1012,65,33,3.8,166,Clouds,scattered clouds,78.99,2025-03-18 17:00:00
Rat Burana,1742320800,13.6865,100.4925,304.23,309.5,1012,65,29,3.32,167,Clouds,scattered clouds,81.89,2025-03-18 18:00:00
Rat Burana,1742324400,13.6865,100.4925,304.21,307.87,1012,59,24,3.77,88,Clouds,few clouds,88.18,2025-03-18 19:00:00
Rat Burana,1742328000,13.6865,100.4925,303.1,304.78,1012,54,60,3.53,94,Clouds,broken clouds,98.68,2025-03-18 20:00:00
Rat Burana,1742338800,13.6865,100.4925,301.99,302.84,1014,52,64,3.98,80,Clouds,broken clouds,100.6,2025-03-18 23:00:00
Rat Burana,1742364000,13.6865,100.4925,308.69,311.07,1014,39,25,4.43,73,Clouds,scattered clouds,92.49,2025-03-19 06:00:00
Rat Burana,1742367600,13.6865,100.4925,308.44,310.6,1013,39,16,4.02,79,Clouds,few clouds,83.42,2025-03-19 07:00:00
Rat Burana,1742371200,13.6865,100.4925,308.85,311.37,1011,39,14,3.78,83,Clouds,few clouds,79.78,2025-03-19 08:00:00
Rat Burana,1742374800,13.6865,100.4925,308.07,309.93,1010,39,13,3.64,87,Clouds,few clouds,74.54,2025-03-19 09:00:00
Rat Burana,1742378400,13.6865,100.4925,306.54,307.56,1010,40,19,3.74,91,Clouds,few clouds,70.11,2025-03-19 10:00:00
Rat Burana,1742382000,13.6865,100.4925,306.04,306.97,1010,41,36,3.81,98,Clouds,scattered clouds,68.41,2025-03-19 11:00:00
Rat Burana,1742385600,13.6865,100.4925,305.67,307.03,1012,44,47,3.92,101,Clouds,scattered clouds,67.2,2025-03-19 12:00:00
Rat Burana,1742389200,13.6865,100.4925,304.34,305.13,1014,45,100,5.21,93,Clouds,overcast clouds,68.11,2025-03-19 13:00:00
Ratchathewi,1741795200,13.7547,100.5342,303.09,308.04,1009,70,94,5.93,185,Clouds,overcast clouds,36.13,2025-03-12 16:00:00
Ratchathewi,1741798800,13.7547,100.5342,302.99,308.27,1009,72,89,5.27,192,Clouds,overcast clouds,34.8,2025-03-12 17:00:00
Ratchathewi,1741802400,13.7547,100.5342,302.09,306.12,1009,72,88,4.79,197,Clouds,overcast clouds,36.31,2025-03-12 18:00:00
Ratchathewi,1741806000,13.7547,100.5342,302.09,306.5,1008,74,14,4.34,197,Clouds,few clouds,39.42,2025-03-12 19:00:00
Ratchathewi,1741809600,13.7547,100.5342,302.09,306.5,1008,74,14,3.84,194,Clouds,few clouds,42.85,2025-03-12 20:00:00
Ratchathewi,1741813200,13.7547,100.5342,302.09,306.7,1008,75,31,3.87,184,Clouds,scattered clouds,46.6,2025-03-12 21:00:00
Ratchathewi,1741816800,13.7547,100.5342,302.09,306.9,1008,76,46,3.71,186,Clouds,scattered clouds,51.59,2025-03-12 22:00:00
Ratchathewi,1741820400,13.7547,100.5342,302.09,307.1,1008,77,57,3.5,191,Clouds,broken clouds,58.07,2025-03-12 23:00:00
Ratchathewi,1741824000,13.7547,100.5342,301.88,306.19,1009,75,64,2.88,195,Clouds,broken clouds,68.69,2025-03-13 00:00:00
Ratchathewi,1741827600,13.7547,100.5342,301.12,303.5,1011,68,100,2.83,175,Clouds,overcast clouds,73.25,2025-03-13 01:00:00
Ratchathewi,1741831200,13.7547,100.5342,302.12,304.13,1011,60,100,3.55,179,Clouds,overcast clouds,70.99,2025-03-13 02:00:00
Ratchathewi,1741834800,13.7547,100.5342,305.51,312.51,1011,78,93,3.82,188,Clouds,overcast clouds,66.7,2025-03-13 03:00:00
Ratchathewi,1741838400,13.7547,100.5342,306.39,313.39,1011,68,94,4.01,190,Clouds,overcast clouds,43.16,2025-03-13 04:00:00
Ratchathewi,1741842000,13.7547,100.5342,306.42,310.92,1010,53,94,4.53,184,Rain,light rain,35.65,2025-03-13 05:00:00
Ratchathewi,1741845600,13.7547,100.5342,307.94,314.94,1008,56,92,4.77,187,Clouds,overcast clouds,32.88,2025-03-13 06:00:00
Ratchathewi,1741849200,13.7547,100.5342,308.49,315.49,1007,56,57,5.07,190,Clouds,broken clouds,31.87,2025-03-13 07:00:00
Ratchathewi,1741852800,13.7547,100.5342,308.32,315.32,1007,54,79,5.14,186,Clouds,broken clouds,30.6,2025-03-13 08:00:00
Ratchathewi,1741856400,13.7547,100.5342,308.52,315.52,1006,52,86,5.14,184,Clouds,overcast clouds,27.28,2025-03-13 09:00:00
Ratchathewi,1741860000,13.7547,100.5342,307.55,313.94,1006,54,88,4.93,180,Clouds,overcast clouds,30.35,2025-03-13 10:00:00
Ratchathewi,1741863600,13.7547,100.5342,307.07,313.14,1006,55,90,5.09,176,Clouds,overcast clouds,38.5,2025-03-13 11:00:00
Ratchathewi,1741867200,13.7547,100.5342,302.53,309.53,1008,89,82,5.53,174,Clouds,broken clouds,43.34,2025-03-13 12:00:00
Ratchathewi,1741870800,13.7547,100.5342,302.56,309.56,1009,93,71,5.97,178,Clouds,broken clouds,46.83,2025-03-13 13:00:00
Ratchathewi,1741874400,13.7547,100.5342,302.47,309.47,1010,94,86,6.43,184,Clouds,overcast clouds,49.42,2025-03-13 14:00:00
Ratchathewi,1741878000,13.7547,100.5342,301.82,308.22,1010,86,72,5.73,186,Clouds,broken clouds,51.02,2025-03-13 15:00:00
Ratchathewi,1741881600,13.7547,100.5342,303.12,310.12,1010,95,67,5.5,191,Clouds,broken clouds,51.28,2025-03-13 16:00:00
Ratchathewi,1741885200,13.7547,100.5342,301.91,305.19,1010,69,41,4.69,196,Clouds,scattered clouds,51.04,2025-03-13 17:00:00
Ratchathewi,1741888800,13.7547,100.5342,301.69,304.9,1010,70,6,4.19,196,Clear,clear sky,51.6,2025-03-13 18:00:00
Ratchathewi,1741892400,13.7547,100.5342,301.49,304.64,1009,71,17,3.87,189,Clouds,few clouds,57.47,2025-03-13 19:00:00
Ratchathewi,1741896000,13.7547,100.5342,301.33,304.31,1009,71,58,3.44,188,Clouds,broken clouds,60.05,2025-03-13 20:00:00
Ratchathewi,1741899600,13.7547,100.5342,301.22,304.23,1009,72,72,3.33,179,Clouds,broken clouds,55.89,2025-03-13 21:00:00
Ratchathewi,1741903200,13.7547,100.5342,301.16,304.24,1009,73,79,2.99,183,Clouds,broken clouds,50.92,2025-03-13 22:00:00
Ratchathewi,1741906800,13.7547,100.5342,301.05,304.15,1010,74,83,2.63,189,Clouds,broken clouds,54.02,2025-03-13 23:00:00
Ratchathewi,1741910400,13.7547,100.5342,301.25,304.58,1011,74,100,2.36,185,Clouds,overcast clouds,70.76,2025-03-14 00:00:00
Ratchathewi,1741914000,13.7547,100.5342,304.76,308.0,1011,55,100,3.09,174,Clouds,overcast clouds,83.45,2025-03-14 01:00:00
Ratchathewi,1741917600,13.7547,100.5342,305.87,310.03,1012,54,100,3.16,178,Clouds,overcast clouds,89.8,2025-03-14 02:00:00
Ratchathewi,1741921200,13.7547,100.5342,306.42,310.6,1012,52,100,3.18,184,Clouds,overcast clouds,96.1,2025-03-14 03:00:00
Ratchathewi,1741924800,13.7547,100.5342,306.98,311.85,1012,52,100,3.68,187,Clouds,overcast clouds,49.73,2025-03-14 04:00:00
Ratchathewi,1741928400,13.7547,100.5342,307.53,313.12,1011,52,87,4.46,185,Clouds,overcast clouds,34.64,2025-03-14 05:00:00
Ratchathewi,1741932000,13.7547,100.5342,307.53,312.75,1010,51,60,5.07,186,Clouds,broken clouds,28.3,2025-03-14 06:00:00
Ratchathewi,1741935600,13.7547,100.5342,308.65,314.62,1009,49,78,5.35,186,Clouds,broken clouds,25.4,2025-03-14 07:00:00
Ratchathewi,1741939200,13.7547,100.5342,308.09,313.68,1008,50,50,4.94,184,Clouds,scattered clouds,24.18,2025-03-14 08:00:00
Ratchathewi,1741942800,13.7547,100.5342,308.65,314.62,1008,49,42,4.74,183,Clouds,scattered clouds,22.25,2025-03-14 09:00:00
Ratchathewi,1741946400,13.7547,100.5342,308.09,314.08,1008,51,34,5.27,179,Clouds,scattered clouds,22.05,2025-03-14 10:00:00
Ratchathewi,1741950000,13.7547,100.5342,307.53,312.75,1009,51,30,5.53,176,Clouds,scattered clouds,24.9,2025-03-14 11:00:00
Ratchathewi,1741953600,13.7547,100.5342,306.98,311.85,1010,52,5,5.01,180,Clear,clear sky,27.47,2025-03-14 12:00:00
Ratchathewi,1741957200,13.7547,100.5342,302.2,305.09,1010,65,10,5.04,183,Clear,clear sky,36.99,2025-03-14 13:00:00
Ratchathewi,1741960800,13.7547,100.5342,302.09,305.21,1011,67,25,5.51,184,Clouds,scattered clouds,47.78,2025-03-14 14:00:00
Ratchathewi,1741964400,13.7547,100.5342,302.09,305.39,1011,68,46,5.6,185,Clouds,scattered clouds,48.24,2025-03-14 15:00:00
Ratchathewi,1741968000,13.7547,100.5342,302.09,305.57,1011,69,47,5.67,185,Clouds,scattered clouds,43.34,2025-03-14 16:00:00
Ratchathewi,1741971600,13.7547,100.5342,302.1,305.77,1010,70,46,5.52,183,Clouds,scattered clouds,38.29,2025-03-14 17:00:00
Ratchathewi,1741975200,13.7547,100.5342,301.22,303.95,1010,70,26,4.7,184,Clouds,scattered clouds,33.16,2025-03-14 18:00:00
Ratchathewi,1741978800,13.7547,100.5342,301.22,304.23,1009,72,4,4.76,185,Clear,clear sky,30.32,2025-03-14 19:00:00
Ratchathewi,1741982400,13.7547,100.5342,301.11,304.0,1009,72,4,4.45,185,Clear,clear sky,31.09,2025-03-14 20:00:00
Ratchathewi,1741986000,13.7547,100.5342,301.11,304.14,1009,73,7,4.22,184,Clear,clear sky,32.63,2025-03-14 21:00:00
Ratchathewi,1741989600,13.7547,100.5342,301.09,304.1,1009,73,9,3.9,181,Clear,clear sky,35.2,2025-03-14 22:00:00
Ratchathewi,1741993200,13.7547,100.5342,300.22,302.48,1010,74,11,3.66,180,Clouds,few clouds,40.37,2025-03-14 23:00:00
Ratchathewi,1741996800,13.7547,100.5342,300.22,302.48,1011,74,59,3.85,181,Clouds,broken clouds,49.5,2025-03-15 00:00:00
Ratchathewi,1742000400,13.7547,100.5342,301.21,303.67,1012,68,20,4.23,181,Clouds,few clouds,58.43,2025-03-15 01:00:00
Ratchathewi,1742004000,13.7547,100.5342,302.25,304.51,1012,61,33,4.15,183,Clouds,scattered clouds,68.51,2025-03-15 02:00:00
Ratchathewi,1742011200,13.7547,100.5342,307.51,314.51,1012,56,25,4.11,191,Clouds,scattered clouds,70.78,2025-03-15 04:00:00
Ratchathewi,1742014800,13.7547,100.5342,308.14,315.14,1011,54,24,4.31,192,Clouds,few clouds,58.02,2025-03-15 05:00:00
Ratchathewi,1742018400,13.7547,100.5342,308.63,315.63,1010,53,36,5.05,188,Clouds,scattered clouds,59.41,2025-03-15 06:00:00
Ratchathewi,1742022000,13.7547,100.5342,309.02,316.02,1009,51,76,5.42,186,Clouds,broken clouds,61.28,2025-03-15 07:00:00
Ratchathewi,1742025600,13.7547,100.5342,309.05,316.05,1008,51,84,5.09,190,Clouds,broken clouds,64.6,2025-03-15 08:00:00
Ratchathewi,1742029200,13.7547,100.5342,307.69,314.69,1008,58,88,4.4,190,Clouds,overcast clouds,65.15,2025-03-15 09:00:00
Ratchathewi,1742032800,13.7547,100.5342,308.79,315.79,1008,51,91,4.69,167,Clouds,overcast clouds,65.15,2025-03-15 10:00:00
Ratchathewi,1742036400,13.7547,100.5342,307.62,314.62,1008,59,93,4.89,182,Clouds,overcast clouds,57.64,2025-03-15 11:00:00
Ratchathewi,1742040000,13.7547,100.5342,305.86,312.86,1009,69,81,5.31,180,Clouds,broken clouds,44.68,2025-03-15 12:00:00
Ratchathewi,1742043600,13.7547,100.5342,303.99,308.93,1010,65,16,4.42,173,Clouds,few clouds,39.89,2025-03-15 13:00:00
Ratchathewi,1742047200,13.7547,100.5342,303.09,306.9,1010,65,55,4.5,177,Clouds,broken clouds,40.32,2025-03-15 14:00:00
Ratchathewi,1742050800,13.7547,100.5342,302.09,305.21,1010,67,60,4.45,193,Clouds,broken clouds,39.37,2025-03-15 15:00:00
Ratchathewi,1742054400,13.7547,100.5342,302.09,305.75,1010,70,69,4.92,193,Rain,heavy intensity rain,36.81,2025-03-15 16:00:00
Ratchathewi,1742058000,13.7547,100.5342,302.1,305.95,1010,71,75,4.71,189,Clouds,broken clouds,33.55,2025-03-15 17:00:00
Ratchathewi,1742061600,13.7547,100.5342,302.09,306.12,1010,72,79,4.52,191,Clouds,broken clouds,31.97,2025-03-15 18:00:00
Ratchathewi,1742065200,13.7547,100.5342,301.2,304.62,1009,75,100,4.53,192,Clouds,overcast clouds,31.22,2025-03-15 19:00:00
Ratchathewi,1742068800,13.7547,100.5342,301.2,304.76,1009,76,100,4.29,188,Clouds,overcast clouds,30.71,2025-03-15 20:00:00
Ratchathewi,1742072400,13.7547,100.5342,301.22,304.81,1009,76,100,3.88,190,Clouds,overcast clouds,30.9,2025-03-15 21:00:00
Ratchathewi,1742076000,13.7547,100.5342,301.11,304.56,1009,76,100,3.54,184,Clouds,overcast clouds,34.34,2025-03-15 22:00:00
Ratchathewi,1742079600,13.7547,100.5342,301.11,304.56,1010,76,100,3.45,176,Clouds,overcast clouds,42.12,2025-03-15 23:00:00
Ratchathewi,1742083200,13.7547,100.5342,301.11,304.56,1011,76,100,2.98,178,Clouds,overcast clouds,53.42,2025-03-16 00:00:00
Ratchathewi,1742086800,13.7547,100.5342,303.7,310.7,1011,93,80,3.48,181,Clouds,broken clouds,32.44,2025-03-16 01:00:00
Ratchathewi,1742090400,13.7547,100.5342,304.43,311.43,1012,85,90,3.44,193,Clouds,overcast clouds,36.94,2025-03-16 02:00:00
Ratchathewi,1742094000,13.7547,100.5342,307.04,314.04,1012,61,94,3.61,190,Clouds,overcast clouds,39.75,2025-03-16 03:00:00
Ratchathewi,1742097600,13.7547,100.5342,308.25,315.25,1011,56,96,4.21,187,Clouds,overcast clouds,27.11,2025-03-16 04:00:00
Ratchathewi,1742101200,13.7547,100.5342,308.79,315.79,1010,53,81,4.23,180,Clouds,broken clouds,28.75,2025-03-16 05:00:00
Ratchathewi,1742104800,13.7547,100.5342,309.53,316.53,1009,51,60,4.34,176,Clouds,broken clouds,32.95,2025-03-16 06:00:00
Ratchathewi,1742108400,13.7547,100.5342,309.89,316.89,1008,52,6,4.84,172,Clear,clear sky,34.87,2025-03-16 07:00:00
Ratchathewi,1742112000,13.7547,100.5342,309.89,316.89,1007,51,11,5.29,178,Clouds,few clouds,36.97,2025-03-16 08:00:00
Ratchathewi,1742115600,13.7547,100.5342,309.89,316.89,1006,51,16,5.31,181,Clouds,few clouds,40.54,2025-03-16 09:00:00
Ratchathewi,1742119200,13.7547,100.5342,309.86,316.86,1006,50,36,6.28,159,Clouds,scattered clouds,44.36,2025-03-16 10:00:00
Ratchathewi,1742122800,13.7547,100.5342,308.09,312.92,1006,48,48,5.54,159,Clouds,scattered clouds,51.18,2025-03-16 11:00:00
Ratchathewi,1742126400,13.7547,100.5342,305.99,309.99,1008,53,42,4.45,113,Clouds,scattered clouds,63.5,2025-03-16 12:00:00
Ratchathewi,1742130000,13.7547,100.5342,302.73,308.09,1009,74,16,4.83,126,Clouds,few clouds,82.85,2025-03-16 13:00:00
Ratchathewi,1742133600,13.7547,100.5342,303.73,309.1,1010,68,22,4.52,149,Clouds,few clouds,80.38,2025-03-16 14:00:00
Ratchathewi,1742137200,13.7547,100.5342,303.09,306.69,1010,64,33,4.65,190,Clouds,scattered clouds,69.33,2025-03-16 15:00:00
Ratchathewi,1742140800,13.7547,100.5342,303.09,307.81,1010,69,35,4.72,190,Clouds,scattered clouds,60.1,2025-03-16 16:00:00
Ratchathewi,1742144400,13.7547,100.5342,304.05,310.19,1010,69,31,4.83,191,Clouds,scattered clouds,54.89,2025-03-16 17:00:00
Ratchathewi,1742148000,13.7547,100.5342,303.91,309.55,1009,68,36,5.44,191,Clouds,scattered clouds,52.62,2025-03-16 18:00:00
Ratchathewi,1742151600,13.7547,100.5342,302.09,306.12,1008,72,12,4.82,180,Clouds,few clouds,49.11,2025-03-16 19:00:00
Ratchathewi,1742155200,13.7547,100.5342,302.09,306.31,1008,73,12,4.33,180,Clouds,few clouds,50.2,2025-03-16 20:00:00
Ratchathewi,1742158800,13.7547,100.5342,303.35,308.18,1008,68,12,3.68,172,Clouds,few clouds,58.82,2025-03-16 21:00:00
Ratchathewi,1742162400,13.7547,100.5342,303.16,307.74,1009,68,18,3.89,155,Clouds,few clouds,72.04,2025-03-16 22:00:00
Ratchathewi,1742166000,13.7547,100.5342,300.33,302.79,1009,75,26,3.2,148,Clouds,scattered clouds,87.0,2025-03-16 23:00:00
Ratchathewi,1742169600,13.7547,100.5342,303.11,309.6,1010,76,38,2.69,155,Clouds,scattered clouds,98.57,2025-03-17 00:00:00
Ratchathewi,1742173200,13.7547,100.5342,300.23,302.14,1011,70,19,3.1,143,Clouds,few clouds,76.66,2025-03-17 01:00:00
Ratchathewi,1742176800,13.7547,100.5342,303.71,310.71,1012,89,15,3.75,140,Clouds,few clouds,68.78,2025-03-17 02:00:00
Ratchathewi,1742180400,13.7547,100.5342,306.03,313.03,1012,67,11,3.96,145,Clouds,few clouds,65.35,2025-03-17 03:00:00
Ratchathewi,1742184000,13.7547,100.5342,307.14,314.14,1012,60,9,3.76,152,Clear,clear sky,43.57,2025-03-17 04:00:00
Ratchathewi,1742187600,13.7547,100.5342,308.86,315.86,1011,53,9,3.65,162,Clear,clear sky,45.8,2025-03-17 05:00:00
Ratchathewi,1742191200,13.7547,100.5342,308.21,315.19,1010,53,14,4.39,180,Clouds,few clouds,52.68,2025-03-17 06:00:00
Ratchathewi,1742194800,13.7547,100.5342,307.94,314.51,1009,53,100,5.66,190,Clouds,overcast clouds,51.36,2025-03-17 07:00:00
Ratchathewi,1742198400,13.7547,100.5342,307.85,314.29,1008,53,100,5.49,192,Clouds,overcast clouds,44.36,2025-03-17 08:00:00
Ratchathewi,1742202000,13.7547,100.5342,308.72,315.64,1008,51,100,4.86,186,Clouds,overcast clouds,35.08,2025-03-17 09:00:00
Ratchathewi,1742205600,13.7547,100.5342,306.99,310.55,1008,48,100,4.02,188,Clouds,overcast clouds,29.25,2025-03-17 10:00:00
Ratchathewi,1742209200,13.7547,100.5342,307.12,314.12,1008,59,100,4.33,184,Clouds,overcast clouds,29.15,2025-03-17 11:00:00
Ratchathewi,1742212800,13.7547,100.5342,305.78,312.43,1009,62,85,5.29,161,Clouds,overcast clouds,27.55,2025-03-17 12:00:00
Ratchathewi,1742216400,13.7547,100.5342,303.09,306.27,1010,62,6,5.35,160,Clear,clear sky,32.4,2025-03-17 13:00:00
Ratchathewi,1742220000,13.7547,100.5342,304.05,308.8,1011,64,8,5.01,179,Clear,clear sky,36.22,2025-03-17 14:00:00
Ratchathewi,1742223600,13.7547,100.5342,303.09,307.81,1012,69,8,5.04,187,Clear,clear sky,33.08,2025-03-17 15:00:00
Ratchathewi,1742227200,13.7547,100.5342,302.99,307.8,1012,70,8,5.23,187,Clear,clear sky,29.52,2025-03-17 16:00:00
Ratchathewi,1742230800,13.7547,100.5342,302.09,305.93,1012,71,9,4.74,194,Clear,clear sky,28.53,2025-03-17 17:00:00
Ratchathewi,1742234400,13.7547,100.5342,302.09,305.93,1011,71,9,3.44,195,Clear,clear sky,31.39,2025-03-17 18:00:00
Ratchathewi,1742238000,13.7547,100.5342,302.1,306.14,1011,72,24,3.04,191,Clouds,few clouds,34.98,2025-03-17 19:00:00
Ratchathewi,1742241600,13.7547,100.5342,301.1,304.12,1010,73,33,2.8,182,Clouds,scattered clouds,43.06,2025-03-17 20:00:00
Ratchathewi,1742245200,13.7547,100.5342,301.1,304.26,1010,74,26,2.72,182,Clouds,scattered clouds,56.36,2025-03-17 21:00:00
Ratchathewi,1742248800,13.7547,100.5342,301.08,304.21,1010,74,37,2.43,175,Clouds,scattered clouds,76.02,2025-03-17 22:00:00
Ratchathewi,1742252400,13.7547,100.5342,300.2,302.53,1011,75,50,2.4,176,Clouds,scattered clouds,100.47,2025-03-17 23:00:00
Ratchathewi,1742277600,13.7547,100.5342,309.33,316.33,1011,52,48,2.6,144,Clouds,scattered clouds,86.97,2025-03-18 06:00:00
Ratchathewi,1742281200,13.7547,100.5342,309.74,316.74,1009,51,62,3.29,158,Clouds,broken clouds,61.5,2025-03-18 07:00:00
Ratchathewi,1742284800,13.7547,100.5342,309.86,316.86,1008,50,51,2.99,180,Clouds,broken clouds,52.76,2025-03-18 08:00:00
Ratchathewi,1742288400,13.7547,100.5342,309.56,316.56,1008,49,59,2.33,216,Clouds,broken clouds,47.75,2025-03-18 09:00:00
Ratchathewi,1742292000,13.7547,100.5342,309.4,316.4,1008,49,61,2.63,234,Clouds,broken clouds,43.47,2025-03-18 10:00:00
Ratchathewi,1742295600,13.7547,100.5342,309.05,315.59,1008,49,62,3.31,236,Clouds,broken clouds,43.04,2025-03-18 11:00:00
Ratchathewi,1742299200,13.7547,100.5342,307.71,313.55,1010,52,64,4.17,193,Clouds,broken clouds,45.34,2025-03-18 12:00:00
Ratchathewi,1742302800,13.7547,100.5342,305.89,311.67,1010,59,96,4.7,180,Clouds,overcast clouds,60.64,2025-03-18 13:00:00
Ratchathewi,1742306400,13.7547,100.5342,304.8,310.6,1011,64,63,4.64,179,Clouds,broken clouds,77.64,2025-03-18 14:00:00
Ratchathewi,1742310000,13.7547,100.5342,304.66,310.25,1012,64,47,3.76,170,Clouds,scattered clouds,83.98,2025-03-18 15:00:00
Ratchathewi,1742313600,13.7547,100.5342,304.05,309.07,1012,65,38,3.82,162,Clouds,scattered clouds,82.18,2025-03-18 16:00:00
Ratchathewi,1742317200,13.7547,100.5342,304.05,309.07,1012,65,37,3.75,167,Clouds,scattered clouds,78.99,2025-03-18 17:00:00
Ratchathewi,1742320800,13.7547,100.5342,304.05,309.07,1012,65,33,3.32,170,Clouds,scattered clouds,81.89,2025-03-18 18:00:00
Ratchathewi,1742324400,13.7547,100.5342,303.91,307.26,1012,59,21,3.8,90,Clouds,few clouds,88.18,2025-03-18 19:00:00
Ratchathewi,1742328000,13.7547,100.5342,302.82,304.33,1012,54,58,3.53,97,Clouds,broken clouds,98.68,2025-03-18 20:00:00
Ratchathewi,1742338800,13.7547,100.5342,300.09,300.51,1014,50,62,3.9,82,Clouds,broken clouds,100.6,2025-03-18 23:00:00
Ratchathewi,1742364000,13.7547,100.5342,308.52,311.39,1014,41,25,4.28,70,Clouds,scattered clouds,92.49,2025-03-19 06:00:00
Ratchathewi,1742367600,13.7547,100.5342,308.44,311.23,1013,41,16,3.93,74,Clouds,few clouds,83.42,2025-03-19 07:00:00
Ratchathewi,1742371200,13.7547,100.5342,308.82,311.64,1011,40,15,3.74,77,Clouds,few clouds,79.78,2025-03-19 08:00:00
Ratchathewi,1742374800,13.7547,100.5342,308.16,310.69,1010,41,13,3.62,80,Clouds,few clouds,74.54,2025-03-19 09:00:00
Ratchathewi,1742378400,13.7547,100.5342,307.57,309.88,1010,42,19,3.64,86,Clouds,few clouds,70.11,2025-03-19 10:00:00
Ratchathewi,1742382000,13.7547,100.5342,307.04,309.18,1010,43,35,3.75,94,Clouds,scattered clouds,68.41,2025-03-19 11:00:00
Ratchathewi,1742385600,13.7547,100.5342,305.89,307.64,1012,45,47,4.07,97,Clouds,scattered clouds,67.2,2025-03-19 12:00:00
Ratchathewi,1742389200,13.7547,100.5342,304.41,305.42,1014,46,100,5.52,93,Clouds,overcast clouds,68.11,2025-03-19 13:00:00
Sai Mai,1741795200,13.9248,100.6385,303.15,308.19,1009,70,20,3.6,200,Clouds,few clouds,36.89,2025-03-12 16:00:00
